text,category
Harga masker anak-anak,Kesehatan
Tarif taksi malam hari km,Transportasi
sandwich isi telur,Makanan dan Minuman
total teh tarik hangat,Makanan dan Minuman
tiket voucher game digital,Hiburan
Biaya tas laptop untuk pelajar periode,Pendidikan
Total biaya pemasangan internet aktif,Utilitas
kelas pembelajaran online periode,Pendidikan
Biaya pembelian oli mesin kali,Transportasi
Biaya biaya servis suspensi,Transportasi
Tiket membership komunitas olahraga malam,Hiburan
Biaya bus antarprovinsi kali,Transportasi
Diskon kacamata fashion,Belanja
smartphone case baru,Belanja
langganan Amazon Prime hari,Hiburan
Total tas laptop untuk pelajar semester,Pendidikan
sertifikasi online periode,Pendidikan
biaya iuran tv kabel aktif,Utilitas
tiket bioskop,Hiburan
total baju jersey unit,Belanja
Total bayar parkir basement,Transportasi
kentang goreng porsi sedang x1,Makanan dan Minuman
Biaya tarif ojek ke pasar km,Transportasi
Diskon elektronik murah,Belanja
kosmetik set,Belanja
Total modul praktikum,Pendidikan
Biaya suplemen untuk lansia,Kesehatan
smoothie buah segar porsi,Makanan dan Minuman
SPP semester,Pendidikan
sweater rajut,Belanja
Diskon gaun pesta,Belanja
pengisian bahan bakar pertamax hari,Transportasi
Diskon celana pendek promo,Belanja
Biaya tiket pertunjukan sirkus,Hiburan
kentang goreng porsi sedang,Makanan dan Minuman
Biaya ke acara komik jam,Hiburan
Tiket tiket pertandingan sepak bola jam,Hiburan
voucher game digital hari,Hiburan
sarung tangan,Belanja
internet provider fiber periode,Utilitas
Harga tas sekolah program,Pendidikan
ayam geprek pedas,Makanan dan Minuman
obat sakit kepala satuan,Kesehatan
telepon rumah aktif,Utilitas
sertifikasi online program,Pendidikan
Biaya obat diare,Kesehatan
tagihan bulanan IndiHome aktif,Utilitas
Harga hijab instan,Belanja
Harga kentang goreng porsi sedang,Makanan dan Minuman
Total mie instan kuah pedas,Makanan dan Minuman
Biaya pelatihan data analysis periode,Pendidikan
langganan streaming bulan,Utilitas
Harga alat penyemprot hidung satuan,Kesehatan
daging sapi panggang paket,Makanan dan Minuman
es krim cone,Makanan dan Minuman
Tagihan biaya langganan YouTube Premium,Utilitas
Biaya biaya internet provider lokal,Utilitas
Tagihan pulsa Axis,Utilitas
tas ransel,Belanja
biaya pensil mekanik,Pendidikan
Tagihan pembayaran WiFi unlimited,Utilitas
Harga buku fisika,Pendidikan
lipstik matte promo,Belanja
parfum refill promo,Belanja
Total pisang goreng crispy,Makanan dan Minuman
harga es teler jumbo,Makanan dan Minuman
ganti oli mesin,Transportasi
Diskon dompet travel,Belanja
total suplemen tulang paket,Kesehatan
bus antarprovinsi kali,Transportasi
harga sertifikasi online,Pendidikan
internet paket keluarga bulan,Utilitas
tiket masuk zoo,Hiburan
Tarif penyeberangan ferry kali,Transportasi
Total tas tote bag baru,Belanja
tiket teater hari,Hiburan
Total alat bantu pernapasan,Kesehatan
total gaun pesta unit,Belanja
suplemen kolagen resep,Kesehatan
Tagihan pulsa kartu perdana,Utilitas
tiket wahana taman air,Hiburan
game mobile premium,Hiburan
Harga puding cokelat lembut,Makanan dan Minuman
Harga langganan platform belajar,Pendidikan
Total minyak kayu putih,Kesehatan
buku cetak bahasa inggris semester,Pendidikan
Harga krim anti alergi,Kesehatan
taksi ke mall km,Transportasi
es campur segar x1,Makanan dan Minuman
gojek ke kantor,Transportasi
Rp cappuccino panas kecil,Makanan dan Minuman
Total buku sejarah program,Pendidikan
Tagihan tagihan PLN pascabayar,Utilitas
pengisian bahan bakar pertamax kali,Transportasi
total pelatihan bahasa,Pendidikan
Total biaya instalasi WiFi,Utilitas
tiket angkutan umum km,Transportasi
total tarif jemput penumpang,Transportasi
Biaya tiket kereta api bisnis,Transportasi
Biaya bermain tenis meja hari,Hiburan
salad sayur mayones,Makanan dan Minuman
Total obat herbal resep,Kesehatan
diskon jam tangan,Belanja
sepatu kantor,Belanja
Biaya obat pencernaan satuan,Kesehatan
lasagna paket,Makanan dan Minuman
tas ransel baru,Belanja
Biaya persewaan film online jam,Hiburan
Biaya kursus robotika program,Pendidikan
Harga nonton film digital hari,Hiburan
harga plester luka,Kesehatan
Total langganan jurnal ilmiah program,Pendidikan
Rp sup tom yam,Makanan dan Minuman
Total paket data unlimited bulan,Utilitas
penggaris,Pendidikan
Total krim anti bakteri satuan,Kesehatan
Total krim eksim resep,Kesehatan
iuran televisi digital,Utilitas
biaya pembayaran wifi unlimited bulan,Utilitas
Tiket tiket ke taman safari,Hiburan
Tarif tiket ferry,Transportasi
ayam crispy saus keju,Makanan dan Minuman
kemeja flanel promo,Belanja
cappuccino panas kecil paket,Makanan dan Minuman
tiket perjalanan jauh,Transportasi
total pelatihan manajemen waktu,Pendidikan
internet paket keluarga,Utilitas
mouse gaming baru,Belanja
langganan aplikasi musik,Hiburan
sling bag wanita baru,Belanja
biaya paket data internet harian periode,Utilitas
kursus animasi,Pendidikan
Total serum vitamin E resep,Kesehatan
Total kacamata fashion,Belanja
Total jus alpukat murni,Makanan dan Minuman
pulsa Axis periode,Utilitas
pembayaran bulanan Netflix,Utilitas
perbaikan ban motor,Transportasi
langganan aplikasi musik,Hiburan
sweater hoodie promo,Belanja
langganan google drive bulan,Utilitas
Tarif ganti aki mobil,Transportasi
Harga pelatihan soft skills periode,Pendidikan
Biaya Spotify Premium,Hiburan
Total pensil warna periode,Pendidikan
Tagihan pembayaran PDAM bulan,Utilitas
Biaya ganti rem mobil kali,Transportasi
langganan YouTube Premium,Hiburan
Tagihan paket data murah bulan,Utilitas
Biaya nonton opera jam,Hiburan
pengisian nitrogen kali,Transportasi
Rp tahu isi goreng,Makanan dan Minuman
total biaya tol antarkota km,Transportasi
hand sanitizer paket,Kesehatan
earphone bluetooth unit,Belanja
sepatu sneakers unit,Belanja
lip gloss,Belanja
Harga buku fisika,Pendidikan
Biaya telepon rumah bulan,Utilitas
pisang goreng crispy x1,Makanan dan Minuman
kosmetik set unit,Belanja
buku fisika semester,Pendidikan
Tagihan pembayaran TV satelit bulan,Utilitas
membership gym jam,Hiburan
Total sate kambing madu,Makanan dan Minuman
Biaya pembelian battle pass game,Hiburan
Total lip gloss unit,Belanja
krim pencerah kulit satuan,Kesehatan
Harga plester luka,Kesehatan
bakwan jagung,Makanan dan Minuman
alat praktikum,Pendidikan
obat maag,Kesehatan
Biaya alat tes kehamilan,Kesehatan
Rp burger ayam double,Makanan dan Minuman
sepatu olahraga unit,Belanja
langganan Disney+,Utilitas
Harga es teh manis,Makanan dan Minuman
Tarif spare part motor,Transportasi
pembayaran TV satelit,Utilitas
tiket bioskop imax,Hiburan
Rp spaghetti bolognese,Makanan dan Minuman
total tablet multivitamin wanita paket,Kesehatan
bengkel mobil besar hari,Transportasi
persewaan film online,Hiburan
total kelas retorika program,Pendidikan
Total earbud promo,Belanja
Harga ayam crispy saus keju x1,Makanan dan Minuman
Harga tablet vitamin D paket,Kesehatan
sosis bakar BBQ paket,Makanan dan Minuman
tablet kalsium resep,Kesehatan
Tarif gojek ke kantor,Transportasi
Harga kursus animasi periode,Pendidikan
hijab pashmina,Belanja
baju casual baru,Belanja
baju formal,Belanja
kalkulator ilmiah semester,Pendidikan
Biaya membership taman olahraga,Hiburan
kosmetik set,Belanja
Harga pelatihan robotik,Pendidikan
Total iuran bulanan air bersih periode,Utilitas
Biaya tiket kereta cepat km,Transportasi
tiket festival musik,Hiburan
biaya test kit diabetes paket,Kesehatan
Harga kalkulator finansial,Pendidikan
modul kursus singkat,Pendidikan
biaya servis suspensi hari,Transportasi
rapid test,Kesehatan
Rp rendang sapi porsi besar paket,Makanan dan Minuman
tiket bioskop IMAX hari,Hiburan
Total cuci motor,Transportasi
kaos motif,Belanja
Biaya spbu pertamina,Transportasi
suplemen probiotik,Kesehatan
air minum kemasan,Utilitas
Biaya masker anak-anak,Kesehatan
Total ayam crispy saus keju porsi,Makanan dan Minuman
antiseptik cair,Kesehatan
Tiket ke taman bermain,Hiburan
Total air minum galon bulan,Utilitas
tarif jemput penumpang kali,Transportasi
total tiket kereta ekonomi kali,Transportasi
Harga mouse wireless,Belanja
Harga pembelian tiket game online jam,Hiburan
Tarif cuci motor hari,Transportasi
nasi goreng spesial,Makanan dan Minuman
buku kuliah,Pendidikan
alat tulis semester,Pendidikan
Harga bebek goreng sambal ijo porsi,Makanan dan Minuman
Total perbaikan ban motor hari,Transportasi
Biaya buku cetak bahasa Inggris,Pendidikan
obat flu,Kesehatan
service mesin motor,Transportasi
terapi fisio,Kesehatan
bermain futsal jam,Hiburan
Tagihan internet rumah unlimited aktif,Utilitas
kelas vokal,Pendidikan
modul ekonomi makro semester,Pendidikan
sweater rajut promo,Belanja
alat praktikum,Pendidikan
paket data mingguan,Utilitas
konsultasi gizi satuan,Kesehatan
mouse wireless,Belanja
grab express,Transportasi
biaya jemputan hari,Transportasi
tiket angkutan umum kali,Transportasi
rapid test resep,Kesehatan
pembayaran bulanan Netflix aktif,Utilitas
earphone kabel,Belanja
kursus coding,Pendidikan
harga sepatu pantofel baru,Belanja
Biaya suplemen tulang,Kesehatan
Diskon jam tangan sport,Belanja
Harga lip balm unit,Belanja
Total ban mobil baru hari,Transportasi
biaya sewa motor harian,Transportasi
iuran saluran air bulan,Utilitas
biaya ojek ke sekolah,Transportasi
obat demam paket,Kesehatan
Harga kursus online,Pendidikan
Tarif parkir mobil,Transportasi
Harga keripik singkong paket,Makanan dan Minuman
serum wajah vitamin C satuan,Kesehatan
Total aksesoris HP unit,Belanja
salad sayur mayones porsi,Makanan dan Minuman
obat luka operasi,Kesehatan
tiket commuter line,Transportasi
Total sepatu kantor baru,Belanja
Biaya serum wajah vitamin C satuan,Kesehatan
power bank promo,Belanja
lipstik matte unit,Belanja
masker n95,Kesehatan
multivitamin anak paket,Kesehatan
Total pelatihan robotik program,Pendidikan
mie instan kuah pedas x1,Makanan dan Minuman
biaya pendaftaran ujian periode,Pendidikan
tagihan biaya pemasangan internet aktif,Utilitas
minyak herbal,Kesehatan
taksi bandara kali,Transportasi
Tagihan tagihan bulanan IndiHome,Utilitas
papan tulis semester,Pendidikan
obat pereda nyeri,Kesehatan
tarif taksi malam hari hari,Transportasi
Biaya bermain tenis meja,Hiburan
harga tiket wahana jam,Hiburan
obat antiseptik resep,Kesehatan
es krim cone,Makanan dan Minuman
kelas bahasa Inggris semester,Pendidikan
Biaya service berkala motor,Transportasi
Total pensil warna,Pendidikan
tol luar kota km,Transportasi
Tiket voucher game mobile,Hiburan
lip gloss promo,Belanja
tol luar kota,Transportasi
tablet vitamin D paket,Kesehatan
Harga jus semangka x1,Makanan dan Minuman
modul uji kompetensi,Pendidikan
tiket nonton opera,Hiburan
tas sling bag pria unit,Belanja
kaos motif,Belanja
Tiket tiket festival musik,Hiburan
festival budaya jam,Hiburan
Harga obat pereda nyeri paket,Kesehatan
alat tulis periode,Pendidikan
total parkir mobil,Transportasi
Tarif kartu tol elektronik,Transportasi
kerudung syar'i,Belanja
power bank slim unit,Belanja
kerupuk udang,Makanan dan Minuman
Total pembayaran PLN,Utilitas
Harga baju tidur,Belanja
Rp jus jeruk murni x1,Makanan dan Minuman
Tarif ojek pangkalan kali,Transportasi
langganan aplikasi musik malam,Hiburan
suplemen herbal,Kesehatan
alat bantu tidur,Kesehatan
Harga pembelian tiket pameran hari,Hiburan
pengisian nitrogen kali,Transportasi
Tarif modifikasi motor kali,Transportasi
Total terapi fisio,Kesehatan
Total paket data mingguan periode,Utilitas
bermain biliar,Hiburan
game mobile premium malam,Hiburan
Biaya token listrik prabayar aktif,Utilitas
tas ransel,Belanja
Biaya internet paket keluarga,Utilitas
tagihan air pdam,Utilitas
Biaya obat herbal asma satuan,Kesehatan
Harga obat kumur antiseptik,Kesehatan
pembelian karakter game,Hiburan
Rp jus jeruk murni,Makanan dan Minuman
Harga bermain VR game,Hiburan
total kursus komputer semester,Pendidikan
obat pilek satuan,Kesehatan
total mouse wireless,Belanja
pizza medium keju porsi,Makanan dan Minuman
Biaya serum wajah vitamin C paket,Kesehatan
laptop gaming baru,Belanja
Harga krim anti jamur,Kesehatan
Total langganan aplikasi edukasi,Utilitas
buku komik,Belanja
pelatihan Google Workspace periode,Pendidikan
sewa mobil harian,Transportasi
Tagihan iuran sampah periode,Utilitas
parfum refill,Belanja
jaket kulit,Belanja
paket data indosat,Utilitas
Biaya biaya iuran keamanan bulan,Utilitas
Harga krim anti penuaan,Kesehatan
telepon rumah,Utilitas
Diskon keyboard mekanik,Belanja
Total sweater hoodie promo,Belanja
total roti gandum isi ayam porsi,Makanan dan Minuman
Total kalkulator ilmiah semester,Pendidikan
Harga spaghetti bolognese x1,Makanan dan Minuman
pengisian nitrogen kali,Transportasi
Harga pembelian DLC game,Hiburan
bermain escape room,Hiburan
tiket ke acara komik,Hiburan
langganan YouTube Premium hari,Hiburan
tiket kereta ekonomi hari,Transportasi
roti bakar cokelat,Makanan dan Minuman
Harga jaket hoodie,Belanja
Biaya voucher game mobile jam,Hiburan
harga biaya praktikum,Pendidikan
Rp sate ayam porsi besar,Makanan dan Minuman
biaya token listrik 100 ribu aktif,Utilitas
game mobile premium malam,Hiburan
Diskon rok panjang,Belanja
Total parkir mobil,Transportasi
Harga aksesoris HP,Belanja
Diskon kaos polos,Belanja
kelas psikologi semester,Pendidikan
Total buku panduan kuliah,Pendidikan
Biaya ganti oli mesin km,Transportasi
langganan streaming aktif,Utilitas
pelatihan bisnis,Pendidikan
Tiket tiket pertandingan sepak bola jam,Hiburan
jaket kulit,Belanja
alat bantu jalan resep,Kesehatan
Harga krim pereda gatal resep,Kesehatan
Biaya tagihan listrik pascabayar bulan,Utilitas
Total pembelian oli mesin kali,Transportasi
Total nasi padang paket hemat,Makanan dan Minuman
Biaya karaoke malam,Hiburan
Tiket tiket pertunjukan sirkus,Hiburan
langganan layanan digital,Utilitas
Total iuran langganan digital,Utilitas
warung nasi uduk,Makanan dan Minuman
iuran RT/RW bulan,Utilitas
Tiket bermain tenis meja,Hiburan
Tagihan iuran RT/RW,Utilitas
Harga kue cubit mini,Makanan dan Minuman
Total suplemen omega-3 satuan,Kesehatan
penggantian ban mobil km,Transportasi
es campur segar,Makanan dan Minuman
buku sejarah semester,Pendidikan
Total perbaikan ban motor,Transportasi
Harga parfum eau de toilette baru,Belanja
omelette sayur,Makanan dan Minuman
biaya sertifikasi TOEFL,Pendidikan
earphone kabel,Belanja
Biaya kelas seni lukis,Pendidikan
Biaya buku kuliah,Pendidikan
Tagihan token listrik 200 ribu bulan,Utilitas
obat herbal untuk tidur satuan,Kesehatan
Total paket data mingguan,Utilitas
Biaya biaya pendaftaran ujian,Pendidikan
tas tote bag unit,Belanja
Rp teh tarik hangat,Makanan dan Minuman
langganan layanan streaming malam,Hiburan
tiket teater hari,Hiburan
Total puding cokelat lembut porsi,Makanan dan Minuman
pembayaran PDAM aktif,Utilitas
Total ayam crispy saus keju,Makanan dan Minuman
Biaya multivitamin anak paket,Kesehatan
Total kopi susu kekinian,Makanan dan Minuman
internet fiber optic,Utilitas
baju formal promo,Belanja
Harga martabak telur,Makanan dan Minuman
Harga baju formal promo,Belanja
Harga roti sobek pandan,Makanan dan Minuman
alat bantu tidur,Kesehatan
sate ayam porsi besar,Makanan dan Minuman
Harga kopi susu kekinian x1,Makanan dan Minuman
sandal kulit promo,Belanja
smartphone baru,Belanja
plester kompres demam satuan,Kesehatan
Harga pizza deluxe pepperoni,Makanan dan Minuman
Harga krim pereda gatal resep,Kesehatan
burger ayam double porsi,Makanan dan Minuman
tiket langganan crunchyroll jam,Hiburan
tagihan pembayaran indihome,Utilitas
Tagihan tagihan air rumah tangga bulan,Utilitas
modul praktikum periode,Pendidikan
Harga dompet kulit,Belanja
tahu isi goreng,Makanan dan Minuman
pisang cokelat keju,Makanan dan Minuman
tiket angkutan umum,Transportasi
vitamin immune,Kesehatan
ojek pangkalan,Transportasi
minyak telon paket,Kesehatan
harga es kopi gula aren,Makanan dan Minuman
total tambal ban mobil km,Transportasi
Tiket Spotify Premium,Hiburan
buku ensiklopedia program,Pendidikan
iuran air tanah periode,Utilitas
langganan e-book semester,Pendidikan
Total tarif angkot malam,Transportasi
Biaya tiket acara seni hari,Hiburan
Total langganan Disney+ bulan,Utilitas
total buku catatan semester,Pendidikan
taksi ke mall km,Transportasi
obat penambah nafsu makan,Kesehatan
modul kursus singkat,Pendidikan
Biaya tiket kolam renang malam,Hiburan
Total langganan Google Drive,Utilitas
Rp burger ayam double paket,Makanan dan Minuman
Harga kelas retorika program,Pendidikan
tarif ojek ke pasar,Transportasi
Total salep kulit satuan,Kesehatan
biaya praktikum periode,Pendidikan
harga kelas fotografi,Pendidikan
Tiket bermain biliar,Hiburan
Biaya langganan Spotify,Utilitas
jaket bomber,Belanja
biaya pemasangan internet,Utilitas
salad buah segar paket,Makanan dan Minuman
Biaya biaya tol antarkota,Transportasi
modul uji kompetensi program,Pendidikan
Biaya kertas grafik periode,Pendidikan
masker bedah resep,Kesehatan
alat cek saturasi oksigen satuan,Kesehatan
Harga nasi padang paket hemat,Makanan dan Minuman
harga konsultasi dokter resep,Kesehatan
air minum kemasan bulan,Utilitas
Diskon tas laptop,Belanja
Diskon kerudung syar'i promo,Belanja
bermain escape room,Hiburan
internet provider fiber aktif,Utilitas
jaket bomber,Belanja
headset wireless unit,Belanja
Rp nasi goreng spesial,Makanan dan Minuman
angkot jarak dekat,Transportasi
harga laptop gaming unit,Belanja
pembayaran listrik bulanan,Utilitas
Total masker wajah unit,Belanja
ayam bakar kecap paket,Makanan dan Minuman
Biaya sewa bus wisata kali,Transportasi
diskon sweater hoodie,Belanja
Total pensil warna,Pendidikan
langganan materi online periode,Pendidikan
Biaya langganan Google Drive bulan,Utilitas
Harga obat alergi resep,Kesehatan
bowling satu jam,Hiburan
Tagihan internet provider fiber,Utilitas
risoles isi ayam x1,Makanan dan Minuman
Total paket data XL periode,Utilitas
langganan aplikasi edukasi,Utilitas
modul belajar periode,Pendidikan
bakso urat kuah pedas x1,Makanan dan Minuman
Biaya obat batuk,Kesehatan
Total lipstik matte,Belanja
ayam gulai porsi,Makanan dan Minuman
